stid,diesel,e10,e5
7bb93c4e-f978-4cc0-8654-dc2378f9437b,1245.6159695817490494,1341.9657794676806084,1362.2319391634980989
cd921825-2512-413f-81d0-703cf01ddeda,1282.3151432469304229,1333.3997271487039563,1353.3997271487039563
d63ed355-da8b-55b2-804e-b4349710fc16,1214.6846473029045643,1309.6016597510373444,1329.5601659751037344
005056ba-7cb6-1ed2-bceb-a6713852cd41,1211.8169014084507042,1324.5117370892018779,1344.5117370892018779
5782abe0-d74f-43f0-9dfd-abf50cbb368d,1258.2307692307692308,1342.5006518904823990,1362.5006518904823990
0a189bbe-e1b1-4ecf-b82b-ecb3a63b58f6,1246.6966824644549763,1348.1469194312796209,1368.1469194312796209
e1a15081-25fe-9107-e040-0b0a3dfe563c,1231.4841863139735480,1321.8407130534790109,1341.8752156411730880
41103a84-a68a-439d-8461-2ec92214781a,1237.9639293937068304,1309.7214121258633922,1344.4796623177283193
0a5fcb05-87c8-49ad-ac8f-2065a344a739,1253.3371212121212121,1329.4292929292929293,1367.8699494949494949
02250cd9-cb98-480f-91b8-8d98acf95b47,1517.6956521739130435,1583.5652173913043478,1603.5652173913043478
ebeaef3a-9165-4b8e-a1f7-7d1794ed4868,1256.0121951219512195,1317.2926829268292683,1337.5365853658536585
724eec4a-a0d8-49de-8000-b7c5c57781df,1202.3333333333333333,0.00000000000000000000,1302.3333333333333333
758813d3-4bbc-4bf2-b7be-ecc7c212c3d8,1240.0828025477707006,1317.1401273885350318,1354.4267515923566879
51d4b69b-a095-1aa0-e100-80009459e03a,1217.1472081218274112,1312.8578680203045685,1332.8578680203045685
1a857a75-6fec-4068-aa21-819f291ff7ea,1224.9180576631259484,1307.6798179059180577,1327.6494688922610015
51cc1271-c299-4905-9425-3979a1330f97,1248.3514150943396226,1326.9363207547169811,1345.5742924528301887
5abf2bbc-8d97-424d-bcaf-05092a5c8514,1245.7760506620610248,1323.2141623488773748,1359.5354058721934370
4a682858-4656-4580-9b31-e6e8fafb5f10,1259.1907356948228883,0.00000000000000000000,0.00000000000000000000
9d71271b-877f-4fc4-8a07-28c39b736bb4,1275.2568008705114255,1355.7029379760609358,1375.7029379760609358
5481a1fe-63df-4c44-be3e-45273e8618e6,1272.9385150812064965,1303.3793503480278422,1333.2691415313225058
12b2d510-b26b-4961-81bb-a11c4fec2abc,1256.6037959667852906,1318.2289442467378410,1338.2170818505338078
1dde540c-1abe-4b89-8355-f135bd0cd9ac,1200.5000000000000000,0.00000000000000000000,1319.0000000000000000
de1f57df-a69d-416f-a718-ddf20da5da75,1252.5060449050086356,1888.0000000000000000,1350.7559009786989062
9d30b8a7-ef0f-47fb-91dd-defef8ec5120,1212.3333333333333333,1313.5098039215686275,1333.7058823529411765
e0ab9f97-255f-4a64-847c-6b1cb66075d0,1285.0939907550077042,1342.6594761171032357,1362.5516178736517720
308786e0-9dfd-4f90-b0a3-dd6ab1ce9f97,1241.1725636250775916,1338.9130974549968963,1358.9130974549968963
21727878-5648-4435-acc4-afb25d59c4e7,1261.6822157434402332,1356.7323615160349854,1376.7265306122448980
d1570f39-1497-459e-a438-db4904a65143,1249.5882352941176471,0.00000000000000000000,1385.4705882352941176
08e6ba44-8144-4a8a-99d2-906d272de382,1513.2556390977443609,1581.6315789473684211,1601.6315789473684211
69ad8cdc-4fd7-4c28-8e42-4e58cc8ddee9,1228.5668135095447871,1294.1541850220264317,1332.5682819383259912
c4860990-56f0-4a66-91c7-2ec84ad7911c,1284.8888888888888889,1383.8765432098765432,1403.8765432098765432
95020271-b0ee-46d4-e3d1-fdc120622c48,1249.2352941176470588,1352.8588235294117647,1372.9058823529411765
0d527ebc-f5c6-476d-99bc-682b85f9e01a,1285.7632850241545894,1324.5314009661835749,1344.5314009661835749
f46c6381-b105-45c8-8fa8-2bc7d114b52d,1211.8247602441150828,1290.9442022667829119,1311.1011333914559721
a3a2ab26-a1b3-4106-a555-ea2307947d6c,1232.0387736699729486,1326.1325518485121731,1346.1325518485121731
e0633f71-8a99-4df0-a70b-9255c58d888a,1243.9072948328267477,1340.1094224924012158,1359.8206686930091185
6d38e242-65c7-4f07-9ed9-73e58796ce50,1233.0582403965303594,1331.5712515489467162,1351.5712515489467162
ce8685d4-7249-477e-8bb3-04eb69e6bb44,1270.5396700706991359,1363.4304791830322074,1383.4304791830322074
138de510-3f71-492b-a66d-9228ad61e517,1229.7867897037396795,1322.2248664400194269,1342.5356969402622632
449bbf03-633d-4447-a97d-85176003f4d0,1243.5006493506493506,1343.6064935064935065,1363.5545454545454545
5d80e7f0-5851-46fb-b4cc-f1d49692b6f0,1264.2298850574712644,1358.2692939244663383,1378.2692939244663383
a106f3ed-b05e-479f-9506-d30c82e4d9da,1280.4852941176470588,1316.0294117647058824,1336.0294117647058824
b01f066b-9b21-45c6-a687-00f5fb1a7463,1244.4916666666666667,1322.4583333333333333,1342.4333333333333333
b22c0e24-9ac1-4acc-9b48-fe2b4b1e86b6,1262.0367504835589942,1312.2301740812379110,1331.3984526112185687
98936a3d-ae75-4add-a173-6b6938f198f3,1234.7846715328467153,1356.0437956204379562,1365.9981751824817518
2743efce-4be2-44d0-ad2e-b0d8bdfee16b,1273.6693735498839907,1344.5916473317865429,1381.3723897911832947
66c7be66-6d02-4c99-9f06-29ab62bc3841,1246.5533661740558292,1349.8128078817733990,1369.8128078817733990
5efe5bd0-bcfd-4fdf-9456-3f0aeb0fa9e4,1253.1666666666666667,1316.2787610619469027,1351.5958702064896755
14406026-b7d9-4a88-8836-1707f320cf76,1234.1788963007883566,1311.9836264402668284,1348.4360218314129776
789c4b70-0f04-417b-aa7d-b22613919f4b,1242.8211968276856525,1335.0994953136265321,1355.0994953136265321
954b4e75-d349-4eb2-81a6-6555999d03de,1293.3254637436762226,1296.7065767284991568,1316.8499156829679595
51d4b6c3-a095-1aa0-e100-80009459e03a,1263.4146341463414634,1322.3252032520325203,1342.3252032520325203
5a1e68c2-5492-41e1-bf15-8efcdad3e887,1278.3630573248407643,0.00000000000000000000,0.00000000000000000000
f7d3898c-7111-47fb-b207-d5f016cee44e,1295.1827586206896552,1369.5517241379310345,1398.5517241379310345
b9d7bf98-c31d-4d64-967d-b45ffc73a290,1293.5354008191925102,1357.7244002340550029,1377.7244002340550029
1887bdd6-20f3-4581-8efd-9fc9360dea16,1267.2695652173913043,1335.5826086956521739,1373.5391304347826087
43ecb5c5-76ea-4582-8e85-83abc513e396,1232.6277602523659306,1315.3170347003154574,1354.5520504731861199
00060251-0012-4444-8888-acdcffffffff,1292.5000000000000000,1384.5000000000000000,1410.5000000000000000
e250349c-a0c1-4eed-859a-673d9e37b8d8,1269.8692722371967655,1340.9946091644204852,1360.9946091644204852
e5e8701d-ad86-42f0-b91d-66851d418aac,1238.9518768046198268,1360.8094321462945140,1380.8094321462945140
3eeb3737-66a7-48f3-830e-3ce43e402fd9,1232.7076023391812865,1334.0058479532163743,1354.0643274853801170
87dc21c4-9543-48e0-a34f-875b1d19e089,1278.1460973982655103,1366.5850567044696464,1386.5850567044696464
636538b1-91a5-45fe-b2fc-d46b809c0310,1219.3302881236823612,1343.3288826423049895,1363.3288826423049895
f004acaa-aa14-4651-9c25-6e4fe7ed404a,1269.2565982404692082,1329.9970674486803519,1367.8563049853372434
00060279-0001-4444-8888-acdc00000001,1211.2592592592592593,1305.6666666666666667,1325.6666666666666667
5381c010-4e70-412a-b32c-a4d240f80a75,1233.7658610271903323,1306.2734138972809668,1343.2145015105740181
04cea3e5-da83-45e7-a477-b6e804325473,1214.9548505186089079,1309.2074435631482611,1329.1586333129957291
40298250-b324-4c44-8b77-379db75b12d1,1256.3342002600780234,1346.8348504551365410,1366.8348504551365410
5341b9a6-6834-4d59-96bf-c4dd723cca41,1292.4742951907131012,1350.2106135986733002,1370.2106135986733002
cd8b8686-34ef-1ee7-8287-0da8d20c0016,1243.2549526270456503,1316.5538329026701120,1336.5538329026701120
9f1a9948-4a60-4db6-8ac5-0fdffcf51613,1248.7522816166883963,1326.7835723598435463,1364.6258148631029987
eb5a8bd9-559d-492a-a745-f4a16d8b5d3d,1268.5348837209302326,1325.5794573643410853,1345.5794573643410853
1ce21951-98eb-48e0-8442-523b4610d740,1235.0937500000000000,1325.0725446428571429,1345.0502232142857143
fb16bd82-5cc0-4c16-bdf7-6379b8340bd4,1319.3138686131386861,1400.3138686131386861,1420.3138686131386861
26af5e3d-aa78-4385-ae9f-e650ed2d25fb,1225.1365399534522886,1315.5709852598913887,1335.5709852598913887
5739c201-6a57-4f26-b8e6-06d1f81e0620,1247.9319092122830441,1330.2950600801068091,1350.3484646194926569
de8e5c94-f34d-4ae2-8763-76e4b05e8caf,1249.1132686084142395,1302.7864077669902913,1323.1423948220064725
ad400e33-5359-486a-a3ef-94ba7729225d,1221.7758719268153230,1320.2178387650085763,1340.6809605488850772
e1a15081-24e2-9107-e040-0b0a3dfe563c,1234.3555355535553555,1316.8127812781278128,1337.7218721872187219
69d10eae-f4de-4357-83f5-f6a2ca21a4f7,1257.7605042016806723,1315.1344537815126050,1335.1344537815126050
0b7c12d6-8995-448d-b3f9-399350334a70,1239.6606851549755302,1336.1370309951060359,1356.1370309951060359
3de8a3cb-ce17-46a4-99c5-2c70a893fec4,1230.4285714285714286,1339.2026342451874367,1358.6960486322188450
4a4a9870-56ef-40fb-ac59-4759f398fae6,1258.1945606694560669,1335.4592050209205021,1373.7751046025104603
78f7c82f-9b4c-4a60-6a4d-843e571c216d,1252.2142857142857143,1350.5762987012987013,1370.5762987012987013
bd69d6e0-7752-4de3-90a4-5a86168bfadd,1226.6369327073552426,1324.3129890453834116,1343.9843505477308294
97eca254-55b8-4e54-87c7-e4c9fd6ace5f,1227.2026920031670625,1339.6571654790182106,1359.6571654790182106
1c12bbe1-fc51-48cc-bd6b-f1c08d465f9d,1264.6543209876543210,1344.5012345679012346,1364.4320987654320988
e471e9c8-f606-4f8f-9458-9b90bec7b716,1272.0244625648628614,1366.6805040770941438,1386.6656782802075612
b58fb97f-66dc-4e08-a119-72a6540ba533,1327.4917228694052728,1342.1820968730839975,1362.1820968730839975
b9b2ff30-6469-481a-8c31-0007f64ba143,1300.0412147505422993,1350.3340563991323210,1370.3340563991323210
f73fc6a0-9b17-48a8-8b9a-15489fc952ff,1241.8909329829172142,1326.4594831362242663,1364.7161629434954008
54ec8895-2196-4a72-b905-706835833c4e,1238.5666666666666667,1331.6916666666666667,1351.5416666666666667
1e08c3b8-493b-4581-bdc5-bf767504be11,1216.5881870385561936,1318.1632485643970468,1338.2780968006562756
00060594-0001-4444-8888-acdc00000001,1277.6287625418060201,1289.9030100334448161,1309.9030100334448161
d6b08459-c99f-4141-9225-f3c4940527b0,1505.1452513966480447,1560.5083798882681564,1580.5083798882681564
150f64ea-ef9c-49ac-b2c5-a4612939996b,1274.7632398753894081,1337.4112149532710280,1357.4112149532710280
4d382ce3-33bb-404f-88be-363e01648dca,1209.9738503155996393,1307.8277727682596934,1327.8277727682596934
f63b4f1c-b244-4d24-82b6-da8e0360b1af,1275.0952380952380952,1334.8911564625850340,1354.8911564625850340
ab810ba0-2092-43f5-82db-07567c25ac86,1255.6981132075471698,1352.5763293310463122,1372.5763293310463122
b0fabf4f-4ab8-4d14-907d-92e7be1de1f7,1265.0884353741496599,1344.3061224489795918,1364.3061224489795918
d70bb5fa-9e14-4b8c-b031-1e2efed512db,1281.3427152317880795,1348.9254966887417219,1368.9254966887417219
005056ba-7cb6-1ee5-9b87-ce914e3550e4,1209.6559263521288838,1299.1265822784810127,1318.6777905638665132
b87af7b1-2059-452b-b28c-651292f3e6f5,1304.1404793608521971,1342.3089214380825566,1362.3089214380825566
c6433b60-39db-47c2-aac4-19598526e5d8,1249.9517045454545455,1325.8963068181818182,1362.7286931818181818
9e028191-ac05-46b8-a58b-6161a8452453,1243.4400000000000000,1322.7600000000000000,1342.7600000000000000
005056ba-7cb6-1ed2-bceb-c09bb8a08d50,1189.5096566523605150,1315.5987124463519313,1335.6201716738197425
6210c7e8-192e-4894-bb70-2e6aac5522b8,1233.0229568411386593,0.00000000000000000000,1330.8466483011937557
705a6e11-602f-4779-a7db-d64d2a284f3d,1255.6518987341772152,1340.0632911392405063,1359.6139240506329114
d682e776-7376-45ed-8c8c-73f8c0c15ca6,1229.0000000000000000,0.00000000000000000000,0.00000000000000000000
00061180-0042-4444-8888-acdc00000042,1313.1666666666666667,1398.1666666666666667,1418.1666666666666667
f8008347-b250-45ab-5698-6fcd41b8c2d0,1226.1493728620296465,1312.0342075256556442,1338.5929304446978335
268745c9-330f-4269-85e3-0f059dfe7a83,1309.3625632377740304,1362.9291736930860034,1382.9291736930860034
116fd007-01bc-49ac-accd-71ec5d7c25f0,1283.5764705882352941,1339.5176470588235294,1359.5176470588235294
459e0874-000b-4897-8f18-51e4c7e0d15e,1520.4199759326113117,1585.9915764139590854,1605.9915764139590854
6073093d-7035-4332-95c9-03b2b58addf9,1251.2052067381316998,1315.9065849923430322,1335.9065849923430322
d9e14ebb-23b5-449e-bbf3-e4c198e4061b,1226.3785166240409207,1320.3299232736572890,1341.0716112531969309
2bf479b7-4914-4981-9083-2a46550b6cbc,1175.4752906976744186,1269.4796511627906977,1290.1191860465116279
00061270-533e-75a1-87f9-8a9f00061270,1245.6776859504132231,1341.0661157024793388,1360.9834710743801653
2a14f3d9-805f-4b28-acf8-a7d47aeffbb4,1212.8888888888888889,1321.7777777777777778,1341.7777777777777778
ad4f2ed6-c44e-4f8f-9ae6-a4ec955dfb60,1248.0213430504945341,1326.8500780843310776,1365.6111400312337324
eef9329d-ae52-468a-988a-9849ce4a496d,1240.2911392405063291,1324.5189873417721519,1344.3797468354430380
755f9445-3960-48d3-9323-1e8653a26d96,1294.4696132596685083,1342.7200736648250460,1362.7200736648250460
41266acc-100f-41ef-840a-67999d01070a,1233.9235181644359465,1330.2619502868068834,1350.2619502868068834
1da77f69-592f-4e91-8db5-121373b70954,1285.1451048951048951,1365.6083916083916084,1385.6083916083916084
005056ba-7cb6-1ed2-bceb-c5f502cacd53,1225.4544781643227239,1343.9740932642487047,1363.9740932642487047
66937573-c945-4d52-8aba-08902141843c,1183.9224137931034483,0.00000000000000000000,0.00000000000000000000
96e15a2b-9293-4b6d-b9ee-beaea25f85db,1234.9602649006622517,1330.1731315042573321,1348.9243140964995270
a7281dec-b498-4247-a263-5259ed79d70e,1274.8759430008382230,1355.7393126571668064,1394.2388935456831517
2cb1d93b-3937-402e-bb7f-7c96fc6fe1b7,1254.5518018018018018,1315.1936936936936937,1335.2162162162162162
adc3aa15-ae7c-46c8-997b-3fcce9a41d01,1252.1210691823899371,1338.4261006289308176,1358.4261006289308176
4d56d1be-fbe8-4401-af41-ceb3e9ece565,1243.9245541838134431,1342.6625514403292181,1362.6625514403292181
005056ba-7cb6-1ed2-bceb-a290d1734d3e,1220.4435483870967742,1316.0322580645161290,1336.0322580645161290
747caf6d-e2f0-4fc8-9bd1-367665f7d90d,1255.4371894960965224,1337.2682753726046842,1375.4868701206529454
e1a71869-0ddf-4f91-ac1b-1a341212712b,1248.9083503054989817,1343.6843177189409369,1363.6843177189409369
8273650b-6c90-4229-9b0c-5bd814a71280,1247.5353946297803092,1346.6484947111472742,1366.6484947111472742
7374fb4e-5460-4321-8984-70d779a4cca8,1214.6326530612244898,1320.9183673469387755,1330.0612244897959184
24375eb3-b279-43bc-932d-7ac807c75cbd,1268.4378194207836457,1342.1118682566723453,1362.0664395229982964
bdac6b2f-8ebe-4257-ac29-996b4fd8c371,1276.1258503401360544,1331.0323129251700680,1364.0170068027210884
018a4bf8-75f4-4d64-9ad8-c69c5f3843ab,1314.9372485921158488,1385.1633145615446500,1405.1472244569589702
8adad44b-398a-430f-b3b3-2ddaa242e118,1268.0367483296213808,1359.4565701559020045,1379.4565701559020045
b213b887-6ed3-430a-bbee-17e97be6286f,1243.8401486988847584,1352.7620817843866171,1373.0000000000000000
fc7c9c43-bb74-4578-9407-b43edf28dcea,1246.1144278606965174,1344.4228855721393035,1364.4228855721393035
858d5a12-833e-4dc7-abcf-231b51f29b24,1249.8561928512053200,1324.0457190357439734,1344.0124688279301746
4c256dc7-5995-4f7f-9b14-5eb222067462,1311.8119507908611599,1362.2776801405975395,1382.2776801405975395
00061307-0001-4444-8888-acdc00000001,1286.7272727272727273,1336.0454545454545455,1359.9090909090909091
242e02a3-cc2a-43bd-af84-90f76cefe920,1244.6437389770723104,1321.9805996472663139,1360.6696061140505585
676eb983-e637-40a9-a794-7a360b748e3f,1214.0412603150787697,1290.6429107276819205,1329.5183795948987247
e9994876-6876-4787-8de1-7e36c8b9a799,1253.0448529411764706,1350.3897058823529412,1370.3897058823529412
51d4b6eb-a095-1aa0-e100-80009459e03a,1229.8210784313725490,1315.2745098039215686,1335.2745098039215686
3820e199-05c1-4251-bf08-635cc878ecb1,1236.7966101694915254,1339.4576271186440678,1359.5000000000000000
fef4ebfe-78a5-412c-9dc0-dcb937ba118f,1235.5327510917030568,1355.4017467248908297,1375.4017467248908297
51d4b715-a095-1aa0-e100-80009459e03a,1255.7720828789531080,1329.4798255179934569,1349.4798255179934569
0baa646b-5ca8-4bb2-be73-b52e77436c9b,1302.2550860719874804,1389.5946791862284820,1410.4553990610328638
de935c7e-bbdd-4d77-942a-69a77d2c1060,1291.9429797670141018,1339.0496627835683630,1359.0374003678724709
1650860f-b4a5-4bb0-9f7d-7a92cdbb6eea,1225.9972826086956522,1322.4918478260869565,1342.5054347826086957
d7e2f7a3-3bfa-4f67-a702-a8c90a52dba7,1261.0527156549520767,1364.6017039403620873,1384.6017039403620873
748223cd-6cb2-4619-b8bf-c4987821d0ae,1282.1055900621118012,1330.4596273291925466,1350.4906832298136646
39eaae7a-14b5-48ec-a9ad-efef9682df39,1280.7811572700296736,1375.1350148367952522,1395.1350148367952522
51d4b585-a095-1aa0-e100-80009459e03a,1236.5501432664756447,1301.4355300859598854,1321.4355300859598854
63b147a8-dccc-4bdb-bf00-8bde0dcecd10,1289.1614434947768281,1347.1101614434947768,1367.1101614434947768
51d4b48f-a095-1aa0-e100-80009459e03a,1227.8015267175572519,1330.2748091603053435,1350.2748091603053435
83a8cd7f-8efa-44fe-b70b-d869d5fd87a8,1310.8052738336713996,1384.2129817444219067,1404.2129817444219067
f98b5f90-13fe-42fe-90ef-c585abd4ebd7,1267.6709323583180987,1336.1060329067641682,1374.7056672760511883
6ae3020f-75ef-4a45-90f5-197ffff969c8,1288.1212653778558875,1362.6783831282952548,1382.5202108963093146
2b008568-87fc-43df-a78e-4f4423f115bd,1243.6075471698113208,1333.3396226415094340,1353.3396226415094340
16941d49-7ec6-45fc-aea9-93901f8f2dff,1259.7872340425531915,1332.8670212765957447,1370.5106382978723404
bd9feb71-5a7d-45aa-acea-0f27bc61430b,1306.1800766283524904,1356.7471264367816092,1376.7471264367816092
2e78da7a-efed-4474-bdc4-66e43f29153b,1240.2076923076923077,1341.7923076923076923,1361.7923076923076923
bcdca275-e8e1-474c-a2d1-9e83d6286144,1304.3547963206307490,1367.4559789750328515,1387.4559789750328515
51d4b441-a095-1aa0-e100-80009459e03a,1205.0391061452513966,1299.3519553072625698,1319.3519553072625698
51d4b640-a095-1aa0-e100-80009459e03a,1267.8087431693989071,1308.9562841530054645,1328.9562841530054645
d1a7208a-6a0f-4a98-9eb1-2a10374f70f9,1276.5907258064516129,1353.3145161290322581,1373.3145161290322581
d9f740d5-ca47-4202-adc2-5ef6b1a5931e,1400.9628647214854111,1492.0238726790450928,1512.0238726790450928
66cd220f-3016-4fab-b5b8-39c36e5756b2,1273.4017094017094017,1342.8461538461538462,1362.9743589743589744
f4a0d0b3-b5c6-406d-872a-863520638215,1248.8780487804878049,1325.6986062717770035,1345.6986062717770035
a6f4dcd6-7879-4a6e-8b90-4f34d9df3486,1247.9562890276538805,1349.0267618198037467,1369.0267618198037467
67aa1bed-8865-46ff-8390-4affa3a4fad0,1240.1433756805807623,1312.5662431941923775,1332.5662431941923775
51d4b60b-a095-1aa0-e100-80009459e03a,1242.4389489953632148,1339.6182380216383308,1359.6182380216383308
ca1c59a0-51c5-4fd1-b8af-441ab6fdc1b0,1237.9826589595375723,1318.2254335260115607,1341.6820809248554913
60151d01-4dae-4c81-853e-ecdd40f16011,1405.2000000000000000,1456.6625000000000000,1476.6625000000000000
e1a15081-24e1-9107-e040-0b0a3dfe563c,1194.6868843960601348,1295.7185069984447900,1316.0917573872472784
c97b87e6-2cd2-4975-8186-d1d7ca61048a,1244.3990610328638498,1338.7241784037558685,1358.6654929577464789
307b219f-bee1-4e66-97e6-d7a5cb2ff0bd,1236.4421678783873100,1339.1592861863846662,1359.1460674157303371
4159de88-ab8e-4bec-bf72-ce6f84a72fe8,1485.2707182320441989,1533.4475138121546961,1553.4475138121546961
b37bbb94-30a6-4c84-ba09-56d9d318b9f8,1307.6844526218951242,1391.1159153633854646,1411.1159153633854646
f7b3a008-b4f7-45b8-b702-8a4d55668640,1364.7591973244147157,1449.0869565217391304,1469.0869565217391304
ba98b98c-52f3-420d-b157-37c7cf89e544,1311.7647907647907648,1387.3116883116883117,1407.3116883116883117
cd11ea45-8991-455a-a2d9-c78b02fff99f,1218.7159090909090909,0.00000000000000000000,1332.7405303030303030
ae8b0d2b-b4c8-4d45-85f3-e5b0f26c9068,1235.3218390804597701,1345.6091954022988506,1365.6091954022988506
1e1d6f55-51c0-4483-a06e-c5be656359b2,1173.2625795257374205,1268.8611914401388086,1288.8611914401388086
5a456548-a01c-4f0e-93c1-61ed13c770ca,1312.8567730802415876,1375.2381363244176014,1395.2381363244176014
67765d63-fec8-4545-9c09-940ea88a8566,1196.0212765957446809,1289.6382978723404255,1309.8510638297872340
64ac1000-7b0e-46bf-b8b1-efcf3f202002,1248.2218065205772314,1346.1004810261892036,1366.0470336718332443
cfdd36a1-5cec-4401-9c06-062d04b8fa09,1310.8240368027602070,1361.8366877515813686,1381.8021851638872915
7061c4f8-9acf-439a-adb6-65d1385787f3,1303.9388209121245829,1385.6963292547274750,1405.1179087875417130
a8b37d51-1779-4fe5-9289-4012cfbf431e,1292.8447488584474886,1371.9954337899543379,1391.9954337899543379
0527fd79-047c-427f-ac57-69db1dbf903c,1254.7321428571428571,1350.5446428571428571,1370.4821428571428571
6ba9c829-f0b8-4fcb-979f-59d3b74d99cd,1216.8791858174655286,1321.0945502298095863,1340.6743269862114248
04123103-27a7-4f4c-9183-4184ab634a21,1281.5847953216374269,1330.1403508771929825,1368.7426900584795322
d73876f0-823c-4705-b8b3-b40e88c41843,1228.5704131497112394,1350.6850288760550866,1370.6583740559751222
51d4b717-a095-1aa0-e100-80009459e03a,1224.7168141592920354,1319.6902654867256637,1339.6902654867256637
bc590d50-fe46-45ed-a323-b77ee1861ba6,1293.1524573721163490,1353.0320962888665998,1373.0320962888665998
9692e1a7-bddc-4c76-a434-e01d5059fc5c,1284.1968503937007874,1338.7637795275590551,1358.7637795275590551
d19cc295-3c97-4579-9f08-0ff203b6195b,1230.4532908704883227,1328.1719745222929936,1346.3566878980891720
f5f53929-0391-484e-9605-8110bc51dd52,1242.3909038572251007,1354.7570523891767415,1374.7570523891767415
c29cd646-9328-4d31-b88c-53d4b9013343,1228.2115384615384615,1323.6794871794871795,1343.6666666666666667
